image_path,person,roll,yaw,pitch
dlib/intra-sim/Gray_Davis_/3.png,intra-sim/Gray_Davis_,1.3322198538696388,13.862068965517253,-39.71165495517326
dlib/intra-sim/Gray_Davis_/15.png,intra-sim/Gray_Davis_,-5.856013585428958,6.3908794788273156,-34.70588235294129
dlib/intra-sim/Gray_Davis_/16.png,intra-sim/Gray_Davis_,7.125016348901798,58.48484848484853,-32.291457286432234
dlib/intra-sim/Gray_Davis_/13.png,intra-sim/Gray_Davis_,6.009005957494525,-17.752293577981575,-28.77425944841675
dlib/intra-sim/Gray_Davis_/1.png,intra-sim/Gray_Davis_,-13.324531261890783,-30.297661233167855,-39.39469734867439
dlib/intra-sim/Gray_Davis_/7.png,intra-sim/Gray_Davis_,-1.3971810272963767,-7.427330437687999,-34.083697401701485
dlib/intra-sim/Gray_Davis_/9.png,intra-sim/Gray_Davis_,13.671307132195835,-13.910256410256425,-39.137418203450295
dlib/intra-sim/Gray_Davis_/18.png,intra-sim/Gray_Davis_,-3.90049374238189,10.296167247386803,-10.414386239249453
dlib/intra-sim/Gray_Davis_/17.png,intra-sim/Gray_Davis_,-8.130102354155978,46.62650602409633,-27.02623906705533
dlib/intra-sim/Gray_Davis_/10.png,intra-sim/Gray_Davis_,-2.7927023657132835,-26.661654135338345,-18.285847734703452
dlib/intra-sim/Gray_Davis_/20.png,intra-sim/Gray_Davis_,0.0,31.764705882352946,-27.39130434782609
dlib/intra-sim/Gray_Davis_/14.png,intra-sim/Gray_Davis_,2.726310993906266,16.518987341772032,-19.408945686900974
dlib/intra-sim/Gray_Davis_/11.png,intra-sim/Gray_Davis_,0.0,-20.60240963855422,-36.81818181818182
dlib/intra-sim/Gray_Davis_/12.png,intra-sim/Gray_Davis_,2.6025622024998065,12.90137614678909,-27.412031782065768
dlib/intra-sim/Gray_Davis_/2.png,intra-sim/Gray_Davis_,-6.519801751656986,8.729882557633772,-11.083743842364555
dlib/intra-sim/Gray_Davis_/19.png,intra-sim/Gray_Davis_,-8.130102354155978,-23.74722838137467,-29.105812220566435
dlib/intra-sim/Gray_Davis_/8.png,intra-sim/Gray_Davis_,-6.1701750950296095,-11.824817518248182,-27.325642370215057
dlib/intra-sim/Gray_Davis_/4.png,intra-sim/Gray_Davis_,-1.4320961841646465,-14.301369863013775,-46.136518771331005
dlib/intra-sim/Gray_Davis_/5.png,intra-sim/Gray_Davis_,-10.784297867562598,10.783410138248769,-48.84691848906569
dlib/intra-sim/Gray_Davis_/6.png,intra-sim/Gray_Davis_,-8.130102354155978,-21.818181818181785,-26.22857142857152
dlib/intra-sim/Paul_Bremer_/3.png,intra-sim/Paul_Bremer_,7.125016348901798,8.57835218093706,-35.00000000000005
dlib/intra-sim/Paul_Bremer_/15.png,intra-sim/Paul_Bremer_,-10.713123022791038,33.231279970490704,-25.39591836734691
dlib/intra-sim/Paul_Bremer_/16.png,intra-sim/Paul_Bremer_,-12.68038349181982,31.09495824311786,-7.2919527602307
dlib/intra-sim/Paul_Bremer_/13.png,intra-sim/Paul_Bremer_,5.710593137499643,-14.623513870541544,-31.43634385201307
dlib/intra-sim/Paul_Bremer_/1.png,intra-sim/Paul_Bremer_,-11.003540851749504,60.36585365853665,-19.543973941368236
dlib/intra-sim/Paul_Bremer_/7.png,intra-sim/Paul_Bremer_,6.952957468173915,11.268485047650271,-15.539390612132948
dlib/intra-sim/Paul_Bremer_/9.png,intra-sim/Paul_Bremer_,-12.200468727380786,6.91299599563159,-30.314960629921323
dlib/intra-sim/Paul_Bremer_/18.png,intra-sim/Paul_Bremer_,6.009005957494525,22.10982658959537,-22.28773584905663
dlib/intra-sim/Paul_Bremer_/17.png,intra-sim/Paul_Bremer_,6.519801751656986,-5.102897942041253,-26.5818921668362
dlib/intra-sim/Paul_Bremer_/10.png,intra-sim/Paul_Bremer_,-13.70696100407981,-19.55056179775282,-37.551068325898136
dlib/intra-sim/Paul_Bremer_/20.png,intra-sim/Paul_Bremer_,0.0,5.696202531645568,-24.545454545454547
dlib/intra-sim/Paul_Bremer_/14.png,intra-sim/Paul_Bremer_,9.462322208025617,0.6443914081144726,-9.8437499999999
dlib/intra-sim/Paul_Bremer_/11.png,intra-sim/Paul_Bremer_,-10.713123022791038,9.087509349289505,-25.822571588995004
dlib/intra-sim/Paul_Bremer_/12.png,intra-sim/Paul_Bremer_,0.0,8.181818181818187,-35.78313253012048
dlib/intra-sim/Paul_Bremer_/2.png,intra-sim/Paul_Bremer_,-5.710593137499643,-2.0930232558140034,-29.017400204708224
dlib/intra-sim/Paul_Bremer_/19.png,intra-sim/Paul_Bremer_,7.495857639729858,28.536585365853696,-42.705488994148666
dlib/intra-sim/Paul_Bremer_/8.png,intra-sim/Paul_Bremer_,-4.289153328819018,8.26649417852525,-28.784370477568785
dlib/intra-sim/Paul_Bremer_/4.png,intra-sim/Paul_Bremer_,-11.309932474020211,-34.578947368421154,-41.76000000000002
dlib/intra-sim/Paul_Bremer_/5.png,intra-sim/Paul_Bremer_,-8.530765609948133,4.350282485875624,-35.90862944162437
dlib/intra-sim/Paul_Bremer_/6.png,intra-sim/Paul_Bremer_,7.594643368591445,35.19276160503543,-26.04320636725403
dlib/intra-sim/Junichiro_Koizumi_/3.png,intra-sim/Junichiro_Koizumi_,-8.74616226255521,1.34903640256951,-19.34853420195431
dlib/intra-sim/Junichiro_Koizumi_/15.png,intra-sim/Junichiro_Koizumi_,-4.398705354995532,-10.664451827242502,-32.340585146286514
dlib/intra-sim/Junichiro_Koizumi_/16.png,intra-sim/Junichiro_Koizumi_,-9.211026540816668,47.7630035197497,-25.33891850723532
dlib/intra-sim/Junichiro_Koizumi_/13.png,intra-sim/Junichiro_Koizumi_,-8.74616226255521,36.20266120777882,-51.32921174652241
dlib/intra-sim/Junichiro_Koizumi_/1.png,intra-sim/Junichiro_Koizumi_,-5.572197803963796,35.09161041465762,-37.808691653253554
dlib/intra-sim/Junichiro_Koizumi_/7.png,intra-sim/Junichiro_Koizumi_,-5.440332031005506,-11.006369426751531,-27.174515235457072
dlib/intra-sim/Junichiro_Koizumi_/9.png,intra-sim/Junichiro_Koizumi_,-1.4688007143858246,-4.706094482509911,-48.9702198719733
dlib/intra-sim/Junichiro_Koizumi_/18.png,intra-sim/Junichiro_Koizumi_,9.246112745563252,-5.181347150259185,-39.052273693157694
dlib/intra-sim/Junichiro_Koizumi_/17.png,intra-sim/Junichiro_Koizumi_,-4.1849161251184155,-1.836734693877432,-30.620738302374917
dlib/intra-sim/Junichiro_Koizumi_/10.png,intra-sim/Junichiro_Koizumi_,-1.3322198538696388,-17.04871060171915,-45.28236114338833
dlib/intra-sim/Junichiro_Koizumi_/20.png,intra-sim/Junichiro_Koizumi_,1.3971810272963767,6.320474777448098,-32.077104642014234
dlib/intra-sim/Junichiro_Koizumi_/14.png,intra-sim/Junichiro_Koizumi_,-4.398705354995532,30.257787325456505,-35.058548009367726
dlib/intra-sim/Junichiro_Koizumi_/11.png,intra-sim/Junichiro_Koizumi_,-5.710593137499643,-16.545961002785603,-36.054490413723464
dlib/intra-sim/Junichiro_Koizumi_/12.png,intra-sim/Junichiro_Koizumi_,-6.009005957494525,36.37444279346202,-38.543478260869605
dlib/intra-sim/Junichiro_Koizumi_/2.png,intra-sim/Junichiro_Koizumi_,-2.935673446421173,37.91489361702112,-40.098135426889165
dlib/intra-sim/Junichiro_Koizumi_/19.png,intra-sim/Junichiro_Koizumi_,-5.856013585428958,42.79610976033345,-34.19047619047622
dlib/intra-sim/Junichiro_Koizumi_/8.png,intra-sim/Junichiro_Koizumi_,-7.305759533310824,28.573962398013407,-56.79235119849181
dlib/intra-sim/Junichiro_Koizumi_/4.png,intra-sim/Junichiro_Koizumi_,6.340191745909909,-16.54596100278546,-41.58110882956887
dlib/intra-sim/Junichiro_Koizumi_/5.png,intra-sim/Junichiro_Koizumi_,-7.907162702958458,33.71541501976293,-38.10018326206469
dlib/intra-sim/Junichiro_Koizumi_/6.png,intra-sim/Junichiro_Koizumi_,6.78897457443879,-12.984244670991773,-37.98479087452469
dlib/intra-sim/Tom_Daschle_/3.png,intra-sim/Tom_Daschle_,0.0,-12.222222222222229,-28.799999999999997
dlib/intra-sim/Tom_Daschle_/15.png,intra-sim/Tom_Daschle_,0.0,6.521739130434781,-31.304347826086953
dlib/intra-sim/Tom_Daschle_/16.png,intra-sim/Tom_Daschle_,1.363927531602919,20.60240963855422,-34.6649177200096
dlib/intra-sim/Tom_Daschle_/13.png,intra-sim/Tom_Daschle_,-8.74616226255521,-8.0942184154176,-37.52542372881363
dlib/intra-sim/Tom_Daschle_/1.png,intra-sim/Tom_Daschle_,1.5911402711945877,-18.880597014925257,-36.85403445149602
dlib/intra-sim/Tom_Daschle_/7.png,intra-sim/Tom_Daschle_,-10.713123022791038,-23.343534812547887,-32.32715008431702
dlib/intra-sim/Tom_Daschle_/9.png,intra-sim/Tom_Daschle_,-4.085616779974877,-8.136531365313672,-53.83747178329561
dlib/intra-sim/Tom_Daschle_/18.png,intra-sim/Tom_Daschle_,0.0,22.799999999999997,-48.795180722891565
dlib/intra-sim/Tom_Daschle_/17.png,intra-sim/Tom_Daschle_,-11.040940180323732,4.268149882903913,-52.81481481481475
